lat,lon
54.220244027621725,-7.596602015979754
54.536457686550555,-7.639920160571421
54.56067223408015,-7.095755330295176
54.877128874601816,-7.13570854565991
54.2656986656687,-6.515790541993777
54.58244267314992,-6.550822253618599
54.89915443971269,-6.5865417824130414
58.064412041261846,-6.9859870279898715
50.1617086962641,-5.621882026352262
54.28479462982308,-5.974340688382646
54.60176179656968,-6.005201467776634
54.91870019435054,-6.036668867481525
55.8693400716907,-6.134876796501934
57.45313760257668,-6.312335404979024
58.4030399585589,-6.427975620663237
50.17608397539931,-5.127691770512737
55.56995440227714,-5.5422026501412684
55.887012475085,-5.571063020997576
56.20404405055014,-5.600507954448752
56.83802685331068,-5.66121755379208
57.47190100552113,-5.7244699707311675
57.7887967300606,-5.757096003750392
50.505978875103324,-4.650766920513939
51.77624219507757,-4.724590300756093
52.09375244871257,-4.7439058812098125
54.950326822272636,-4.935138514293936
55.90210363375742,-5.006664782419941
56.53650375260573,-5.056792635622585
56.85366810031949,-5.082631130988962
57.17080845538648,-5.109005681874565
57.48792467105247,-5.13593176532433
57.80501659355111,-5.16342546806681
58.122084061647996,-5.191503516679078
50.516262517608205,-4.152585872811119
50.83397774428807,-4.16717502296927
51.151672471131455,-4.182030570769009
51.78700028757978,-4.212566777371427
52.104633307133206,-4.228260940935085
53.05740837685938,-4.27713359883319
53.37495861143791,-4.2940465298835715
54.96239703670405,-4.383649460799512
55.27982185991757,-4.402641033354801
55.59722561601604,-4.4220122733723075
55.914608251914025,-4.4417736225061075
56.23196971185175,-4.461935915477418
56.54930993716318,-4.482510398636612
56.86662886603128,-4.503508749587681
57.18392643322936,-4.524943097946659
57.50120256984772,-4.546826047311211
57.81845720300463,-4.569170698524453
58.135690255540425,-4.591990674322871
58.452901645693615,-4.615300145465242
50.524414650694425,-3.6541446802387902
50.84222203109052,-3.6653604296848314
51.160010165333674,-3.6767810688850058
51.47777905093265,-3.6884115435256697
51.795528686012034,-3.700256964685939
52.11325906924277,-3.7123226157376408
52.43097019976887,-3.7246139595943526
52.74866207713064,-3.73713664633031
53.06633470118415,-3.749896521191353
54.971966135465685,-3.83179086588965
55.28950398992161,-3.846393005640612
55.6070225901482,-3.8612872327718253
55.92452193445818,-3.876481587434414
56.24200202040555,-3.8919844127749523
56.55946284464424,-3.9078043692632365
56.87690440277915,-3.9239504498414712
57.19432668920861,-3.940431995950225
57.51172969695827,-3.95725871449098
57.82911341750539,-3.974440695789647
58.146477840593185,-3.991988432630662
58.46382295403425,-4.009912840436762
50.8483083659632,-3.1633409732295847
51.166165479173955,-3.171321759237631
51.48400429381114,-3.1794492273050623
51.80182483231973,-3.1877269521416713
52.119627118497654,-3.196158629036279
52.43741117745643,-3.204748078933979
52.75517703558032,-3.21349925377269
53.07292472048317,-3.222416242094562
54.3437343206063,-3.259829221582666
54.66139159335971,-3.269641817671147
54.97903088170563,-3.2796479805062972
55.296652220467095,-3.2898529388766726
55.61425564526572,-3.300262115228026
55.93184119245461,-3.310881134658618
56.24940889904815,-3.3217158344211524
56.56695880264777,-3.3327722739649164
56.884490941363985,-3.344056745554293
57.20200535373411,-3.3555757855025847
57.5195020786357,-3.3673361860631488
58.471886520452756,-3.4041375828341995
50.85223498097161,-2.6611783123229333
51.170136605274884,-2.6657157869413535
51.488020544411405,-2.6703366745300494
51.80588683653799,-2.6750430085992365
52.1237355216857,-2.6798368912798955
52.441566641742874,-2.684720496214688
52.75938024043713,-2.689696071596579
53.077176363316724,-2.694765943364077
53.394955057730954,-2.6999325185625604
53.71271637280977,-2.7051982888818484
54.03046035944235,-2.710565834380891
54.34818707025482,-2.716037827411221
54.66589655958675,-2.721617036751642
54.98358888346696,-2.7273063319675432
55.30126409958779,-2.733108688009187
55.61892226727852,-2.7390271900644
55.93656344747746,-2.745065038682237
56.254187702702595,-2.751225555185409
56.571795097021216,-2.7575121873906707
56.88938569601781,-2.7639285156577484
57.206959566760545,-2.770478259289091
57.524516777766195,-2.777165283304338
50.85400073494861,-2.1589342167566086
51.17192237699658,-2.1600264127801645
51.4898266098342,-2.1611386868375355
51.807713478689024,-2.1622715284891623
52.12558303089766,-2.163425443818667
52.44343531589861,-2.1646009561291164
52.76127038522489,-2.165798606674876
53.0790882924962,-2.167018955431176
53.39688909341096,-2.168262581903716
53.71467284573797,-2.1695300859807087
54.03243960930786,-2.170822088830026
54.350189446004144,-2.172139233844209
54.66792241975413,-2.1734821876364
54.985638596519365,-2.1748516410903798
55.30333804428595,-2.176248310468177
55.62102083305449,-2.177672938579007
57.20918748163268,-2.1852434782786783
57.52677189789545,-2.1868531091023993
50.853605114590096,-1.6566705195303468
51.171522269573714,-1.6543169633634858
51.48942195349893,-1.6519201344387513
51.807304210008354,-1.649478977704446
52.125169084801044,-1.6469924025009084
52.44301662562317,-1.644459281060121
52.760846882258114,-1.641878446928644
53.07865990651635,-1.639248693309253
53.3964557522248,-1.6365687713163466
53.71423447521588,-1.6338373881398676
54.03199613331584,-1.6310532051120792
54.349740786333165,-1.6282148356711577
54.66746849604601,-1.6253208432151183
54.985179326189375,-1.622369738839124
55.30287334244198,-1.6193599789487263
50.85104823494789,-1.154449068863442
51.16893640062724,-1.1486507811506674
51.48680669567495,-1.1427459040569052
51.804659153496424,-1.1367318393456625
52.12249380921357,-1.1306059011136547
52.44031069964113,-1.1243653120980854
52.75810986326174,-1.1180071997952565
53.07589134019991,-1.1115285923791929
53.393655172194734,-1.1049264144081394
53.7114014025712,-1.0981974823059804
54.029130076210315,-1.0913384996047064
54.34684123951777,-1.0843460519330397
60.69747065673645,-0.9098967014091635
50.84633083931926,-0.6523316801763868
51.164165530049566,-0.6430911744438437
51.48198161336256,-0.6336808468313245
51.7997791037951,-0.6240965594305496
52.11755801697456,-0.6143340347855689
52.435318369568485,-0.6043888500183017
52.75306017923216,-0.5942564306541575
53.07078346455312,-0.5839320441297499
53.38848824499326,-0.5734107929634374
54.023842373081436,-0.5517572386842063
54.34149176346092,-0.5406142494092651
50.83945429853304,-0.15038008813695358
51.15721105926383,-0.13770136744899011
51.47494813952369,-0.12478972629381976
51.79266552638863,-0.11163949268014194
52.1103632071148,-0.09824480347099612
52.428041169049884,-0.08459959634439516
52.745699399540065,-0.07069760134394333
53.06333788583235,-0.05653233199487033
53.380956614972014,-0.04209707595918685
53.69855557369452,-0.027384885201871458
50.83042060963432,0.35134410113519227
51.14807502985846,0.367455549495201
51.46570836166433,0.38386283347722366
51.78332055613128,0.40057315150680567
52.10091156332691,0.41759394436637975
52.4184813321685,0.43493290537655394
52.73602981027706,0.4525979910959346
51.136760121600425,0.8723166694216508
52.08920595173942,0.933114567752582
52.406641791132635,0.9541393279623939
52.72405441185029,0.9755592753264378
52.075249918000274,1.4482496887686465
52.392526173244605,1.4729506185243357
52.70977691583083,1.4981154661222098
