system_id,system_name,system_size_watts,postcode,orientation,num_outputs,last_output,panel,inverter,distance_km,latitude,longitude,query_latitude,query_longitude,query_grid_index
66215,Geo Solo II,50,United Kingdom FK7,N,105,Today,,Energy Monitor,16.9,56.09,-3.91,56.24200202040555,-3.891984412774952,65
30093,Croftgarrow,3600,United Kingdom PH15,S,0,No Outputs,LG,SMA ,6.0,56.61,-3.94,56.559462844644244,-3.907804369263237,66
3352,the loch ness monster,3706,United Kingdom IV2,SE,0,No Outputs,schott,Kaco,15.1,57.46,-4.19,57.51172969695828,-3.95725871449098,69
33880,Aspen Place Culloden,3924,United Kingdom IV2,SE,0,No Outputs,BenQ,SolarEdge SE3500,15.1,57.46,-4.19,57.51172969695828,-3.95725871449098,69
43271,Craigard,4000,United Kingdom IV1,SE,0,No Outputs,Conergy,Solar River,16.7,57.48,-4.23,57.51172969695828,-3.95725871449098,69
18142,Black Beauty,4000,United Kingdom IV1,SE,3,328 weeks ago,Conergy Noir,Samil Solar River,16.7,57.48,-4.23,57.51172969695828,-3.95725871449098,69
5210,Victoria,10000,United Kingdom IV36,SE,2415,40 weeks ago,znshine,SMA tripower 10000tls,23.9,57.613034,-3.6030900000000003,57.51172969695828,-3.95725871449098,69
3111,Todholes  Dallas,3960,United Kingdom IV36,S,304,411 weeks ago,Romag,SMA Sunny Boy 3300,23.9,57.61,-3.6,57.51172969695828,-3.95725871449098,69
11842,Clovenside,2750,United Kingdom IV36,SW,1760,Today,Axitec,Enphase M215,24.0,57.61269,-3.602275,57.51172969695828,-3.95725871449098,69
34174,reaypv,4000,United Kingdom KW14,S,1973,Yesterday,                     canadian cs5p-200m,fronius IG TL,16.8,58.556367,-3.782086,58.46382295403425,-4.009912840436762,72
31111,Honiton,50,United Kingdom EX14,N,0,No Outputs,,Energy Monitor,4.4,50.81,-3.18,50.8483083659632,-3.1633409732295847,73
5758,HWSmith - Fronius,4410,United Kingdom EX15,S,0,No Outputs,Sharp NU-245,Fronius IG3.6TL,11.9,50.87,-3.33,50.8483083659632,-3.1633409732295847,73
6614,CHCC,2350,United Kingdom EX15,SE,6,384 weeks ago,JA Solar 235W,Fronius IG20,11.9,50.87,-3.33,50.8483083659632,-3.1633409732295847,73
43294,LancerPV,4000,United Kingdom EX15,SE,0,No Outputs,Solarworld Sunmodule Plus 250,SolarEdge SE4000,11.9,50.87,-3.33,50.8483083659632,-3.1633409732295847,73
6338,Protopia,4000,United Kingdom EX11,SE,275,347 weeks ago,Pangea 8.250 MSB,SMA Sunny Boy 3600TL,12.9,50.766825,-3.293368,50.8483083659632,-3.1633409732295847,73
38429,Solar-Shed-UK-testing,275,United Kingdom EX13,S,46,51 weeks ago,JA JAM6(R)-60-275,EPever MPPT ,13.6,50.788055,-2.994577,50.8483083659632,-3.1633409732295847,73
20522,Siliken,3250,United Kingdom EX13,S,1,318 weeks ago,Siliken SLK 250M,Power one,13.8,50.78,-3.0,50.8483083659632,-3.1633409732295847,73
50073,Solar Workshop,100,United Kingdom EX24,S,0,No Outputs,Generic,Generic,14.4,50.73,-3.08,50.8483083659632,-3.1633409732295847,73
24997,SunPower System 13x305w Panels,50,United Kingdom EX24,N,0,No Outputs,,Energy Monitor,14.4,50.73,-3.08,50.8483083659632,-3.1633409732295847,73
35551,zzEasttside,4750,United Kingdom TA20,E,0,No Outputs,, SMA Sunny Boy 4000TL,14.5,50.87,-2.96,50.8483083659632,-3.1633409732295847,73
59366,BatteryBankManager,750,United Kingdom TA21,S,0,No Outputs,Generic,Generic,14.6,50.97,-3.24,50.8483083659632,-3.1633409732295847,73
27557,Nanparah Lodge,50,United Kingdom EX11,N,0,No Outputs,,Energy Monitor,14.6,50.74,-3.28,50.8483083659632,-3.1633409732295847,73
41841,RATA1,7140,United Kingdom TA1,SW,1355,Today,[6 x 335W added 28/07/17],SolarEdge,17.9,51.002112,-3.088891,50.8483083659632,-3.1633409732295847,73
43017,Robs nemesis,3990,United Kingdom TA1,SW,1237,Today,8.33 eternity ,Solar Edge 4000,17.9,51.00196,-3.087791,50.8483083659632,-3.1633409732295847,73
6676,SUNTECH 3.92KW,3920,United Kingdom TA1,S,122,372 weeks ago,Suntech,Aurora 3.6 outd,18.1,51.004815,-3.094507,50.8483083659632,-3.1633409732295847,73
61975,SolarEdgeInSomerset,7200,United Kingdom TA3,SW,3,43 weeks ago,JA Solar/JAM6(K)(SE)-60-300/PR,SolarEdge SE6000H,18.3,50.99,-3.03,50.8483083659632,-3.1633409732295847,73
13319,WINAICO,4000,United Kingdom TA3,S,1,350 weeks ago,,Fronius IG-TL 3.0,18.3,50.99,-3.03,50.8483083659632,-3.1633409732295847,73
21493,Mike's Generation,3250,United Kingdom TA3,S,493,239 weeks ago,Znshine Galliumhigh,Solar Edge,18.3,50.99,-3.03,50.8483083659632,-3.1633409732295847,73
58917,GES TA3 Beercrocombe - Cannon,4000,United Kingdom TA3,S,440,Today,SolarWorld 250W,SolarEdge SE4000,18.3,50.99,-3.03,50.8483083659632,-3.1633409732295847,73
20422,greensleeves,3760,United Kingdom EX10,SW,684,220 weeks ago,solarworld AG235 POLLY,sunny boy 3000,18.4,50.69,-3.24,50.8483083659632,-3.1633409732295847,73
5825,pappers panels,4000,United Kingdom EX10,S,0,No Outputs,unsure,Sunny Boy,18.4,50.69,-3.24,50.8483083659632,-3.1633409732295847,73
59134,GES EX10 Newton - Symons,3960,United Kingdom EX10,S,432,Today,BenQ PM096,SolarEdge SE4000,18.4,50.69,-3.24,50.8483083659632,-3.1633409732295847,73
43626,RATA1_test,2850,United Kingdom TA1,W,30,176 weeks ago,8.33 Eternity,SolarEdge,18.5,51.01,-3.1,50.8483083659632,-3.1633409732295847,73
48252,ntyramuk,3960,United Kingdom TA1,SE,1,146 weeks ago,,Energy Monitor,18.5,51.01,-3.1,50.8483083659632,-3.1633409732295847,73
43425,RATA1_Owl_Output (testing),5130,United Kingdom TA1,W,19,178 weeks ago,8.33,SolarEdge,18.5,51.01,-3.1,50.8483083659632,-3.1633409732295847,73
36216,SOLIS 3600,4000,United Kingdom TA1,S,0,No Outputs,LANDIS,SOLIS 3600,18.5,51.01,-3.1,50.8483083659632,-3.1633409732295847,73
42372,Taunton 3.92kw,3920,United Kingdom TA1,S,0,No Outputs,Suntech,Power One,18.5,51.01,-3.1,50.8483083659632,-3.1633409732295847,73
29679,HipHipArray,4000,United Kingdom TA1,EW,1888,Yesterday,Eco Future ECO-250C60,Solis 3.6K-2G,19.2,51.014455,-3.0887990000000003,50.8483083659632,-3.1633409732295847,73
58563,GES TA19 Ilminster - North,5310,United Kingdom TA19,S,454,Today,JA Solar JAP6-72-295,SolarEdge SE3680,20.0,50.93,-2.91,50.8483083659632,-3.1633409732295847,73
57105,Hayloft Peasmarsh,2600,United Kingdom TA19,S,0,No Outputs,Hansspree,jfy,20.0,50.93,-2.91,50.8483083659632,-3.1633409732295847,73
21569,MerryNewYear,4000,United Kingdom TA5,SE,1,314 weeks ago,Solar World,Energy Monitor,5.8,51.14,-3.1,51.16616547917396,-3.1713217592376317,74
4127,Nether Stowey Light & Power,3840,United Kingdom TA5,SW,1,406 weeks ago,Sanyo HIT N240SE10,SMA SB4000TL-20,5.8,51.14,-3.1,51.16616547917396,-3.1713217592376317,74
36150,Honeydowns,3700,United Kingdom TA4,S,1558,Today,Aloaha Enecsys,Enecsys smi240-72,10.8,51.079966,-3.241148,51.16616547917396,-3.1713217592376317,74
1884,jadedjohn's power station,3185,United Kingdom TA6,S,428,367 weeks ago,sharp,sunnyboy hf3000,10.9,51.134949,-3.022828,51.16616547917396,-3.1713217592376317,74
11472,WiveySolar,50,United Kingdom TA4,S,0,No Outputs,,Energy Monitor,12.4,51.07,-3.26,51.16616547917396,-3.1713217592376317,74
36153,DoesNotExist,3700,United Kingdom TA4,S,0,No Outputs,Schuco MPE 185,Enecsys smi240-72,12.4,51.07,-3.26,51.16616547917396,-3.1713217592376317,74
34307,Easterdown Off Grid,9720,United Kingdom TA4,S,0,No Outputs,Canadian Solar,SMA Sunny Boy 3000,12.4,51.07,-3.26,51.16616547917396,-3.1713217592376317,74
4386,Merrifields1,3760,United Kingdom TA4,S,0,No Outputs,Sharp,Power-One PVI-3600-UK,12.4,51.07,-3.26,51.16616547917396,-3.1713217592376317,74
7035,Spreaders' Solar,2550,United Kingdom TA6,S,1488,20 days ago,ZN Shine,SMA Sunny Boy,13.0,51.12,-3.0,51.16616547917396,-3.1713217592376317,74
34239,Hampton Pv,4000,United Kingdom TA6,EW,1,237 weeks ago,Unknown ,Unknown ,13.0,51.12,-3.0,51.16616547917396,-3.1713217592376317,74
16661,Sultan Court,3875,United Kingdom TA6,E,0,No Outputs,Frontier,SMA 4000TL,13.0,51.12,-3.0,51.16616547917396,-3.1713217592376317,74
18388,Stockmoor Village,3875,United Kingdom TA6,E,1750,82 weeks ago,Solar Frontier SF155,SMA 4000TL-21,13.5,51.111177000000005,-2.998895,51.16616547917396,-3.1713217592376317,74
6228,Every Little Helps,3920,United Kingdom TA6,W,1065,235 weeks ago,Sharp ND-R245 A5,SMA Sunny Boy 4000TL,13.6,51.091761,-3.016823,51.16616547917396,-3.1713217592376317,74
6060,Taunton PV,3510,United Kingdom TA2,E,0,No Outputs,Solar Technology,Solar PV Inverter,15.9,51.03,-3.1,51.16616547917396,-3.1713217592376317,74
6512,Keirles,3840,United Kingdom TA2,S,0,No Outputs,rec,sma 4000tl,15.9,51.03,-3.1,51.16616547917396,-3.1713217592376317,74
13155,Cabanas PV,3525,United Kingdom TA2,SE,3,351 weeks ago,REC 235PE,SMA Sunnyboy 4000TL,15.9,51.03,-3.1,51.16616547917396,-3.1713217592376317,74
25576,Skynet Solar,3990,United Kingdom TA2,EW,1,292 weeks ago,LG neo,Power-One Aurora PVI-3.6,15.9,51.03,-3.1,51.16616547917396,-3.1713217592376317,74
45745,Proteus,5170,United Kingdom TA2,SE,0,No Outputs,Kyocera,SMA Sunny Boy 4000TL 20,15.9,51.03,-3.1,51.16616547917396,-3.1713217592376317,74
43208,TUDraycott,4000,United Kingdom TA2,EW,1274,Today,REC 250,Solaredge SE4000 + Optimisers,15.9,51.03,-3.1,51.16616547917396,-3.1713217592376317,74
43723,Mark  Somerset,3700,United Kingdom TA9,S,162,149 weeks ago,Hitachi,Diehl Platinum 3800S,16.5,51.22,-2.95,51.16616547917396,-3.1713217592376317,74
43421,JPMTA9,4830,United Kingdom TA9,S,380,125 weeks ago,Sanyo,Fronius,16.5,51.22,-2.95,51.16616547917396,-3.1713217592376317,74
21610,Woodberry,50,United Kingdom TA9,N,0,No Outputs,,Energy Monitor,16.5,51.22,-2.95,51.16616547917396,-3.1713217592376317,74
10674,Farriers Green PV,4000,United Kingdom TA2,SE,835,211 weeks ago,Panasonic HIT H250,SMA Sunny Boy 3800,16.7,51.032874,-3.061784,51.16616547917396,-3.1713217592376317,74
29679,HipHipArray,4000,United Kingdom TA1,EW,1888,Yesterday,Eco Future ECO-250C60,Solis 3.6K-2G,17.8,51.014455,-3.0887990000000003,51.16616547917396,-3.1713217592376317,74
36216,SOLIS 3600,4000,United Kingdom TA1,S,0,No Outputs,LANDIS,SOLIS 3600,18.1,51.01,-3.1,51.16616547917396,-3.1713217592376317,74
42372,Taunton 3.92kw,3920,United Kingdom TA1,S,0,No Outputs,Suntech,Power One,18.1,51.01,-3.1,51.16616547917396,-3.1713217592376317,74
43626,RATA1_test,2850,United Kingdom TA1,W,30,176 weeks ago,8.33 Eternity,SolarEdge,18.1,51.01,-3.1,51.16616547917396,-3.1713217592376317,74
43425,RATA1_Owl_Output (testing),5130,United Kingdom TA1,W,19,178 weeks ago,8.33,SolarEdge,18.1,51.01,-3.1,51.16616547917396,-3.1713217592376317,74
48252,ntyramuk,3960,United Kingdom TA1,SE,1,146 weeks ago,,Energy Monitor,18.1,51.01,-3.1,51.16616547917396,-3.1713217592376317,74
7311,Riversnet,3000,United Kingdom TA3,S,710,270 weeks ago,Hyundai HiS-S250,SMA Sunny Boy 3000HF,18.6,51.021946,-3.0359220000000002,51.16616547917396,-3.1713217592376317,74
25161,PVcardiffferndale,999900,United Kingdom CF24,S,0,No Outputs,Sharp,SHarp,1.4,51.48,-3.16,51.48400429381114,-3.1794492273050623,75
24979,no system222,50,United Kingdom CF24,N,2,295 weeks ago,,Energy Monitor,1.4,51.48,-3.16,51.48400429381114,-3.1794492273050623,75
6155,solardiff,1960,United Kingdom CF11,S,1027,243 weeks ago,Sharp NU-R245J5,Eversolar 2000TL,1.7,51.47,-3.19,51.48400429381114,-3.1794492273050623,75
6167,lol-777,1960,United Kingdom CF11,SW,0,No Outputs,solareuropa,Danfoss,1.7,51.47,-3.19,51.48400429381114,-3.1794492273050623,75
2287,12 Dyserth,4000,United Kingdom CF64,SW,366,371 weeks ago,,SMA Sunny Boy 4000,1.8,51.467954999999996,-3.180199,51.48400429381114,-3.1794492273050623,75
34803,Clee,3675,United Kingdom CF14,N,0,No Outputs,S-Energy,Omnik,3.2,51.51,-3.2,51.48400429381114,-3.1794492273050623,75
9523,Geoff,3680,United Kingdom CF14,S,0,No Outputs,GB Sol,SMA sunnyboy 3000TL,3.2,51.51,-3.2,51.48400429381114,-3.1794492273050623,75
14983,Chippo,3680,United Kingdom CF14,S,0,No Outputs,Sharp,SMA SunnyboyHF3000 ,3.2,51.51,-3.2,51.48400429381114,-3.1794492273050623,75
34879,Timezone1,4000,United Kingdom CF14,S,0,No Outputs,Axitec axiblackpremium,Samil,3.2,51.51,-3.2,51.48400429381114,-3.1794492273050623,75
51689,Gibbs Home,4060,United Kingdom CF14,S,216,117 weeks ago,SolarWorld SW290MON0,GROWATT 3600MTL,3.2,51.51,-3.2,51.48400429381114,-3.1794492273050623,75
29263,ThornHome,2805,United Kingdom CF14,SW,1,271 weeks ago,REC255PE BLK,Eltek THEIA 2.9 HE-t,3.2,51.51,-3.2,51.48400429381114,-3.1794492273050623,75
5169,Jenny,3055,United Kingdom CF5,SE,170,371 weeks ago,Sanyo HIT-N235SE10,Power-One Aurora pvi 3.0,3.4,51.490796,-3.227984,51.48400429381114,-3.1794492273050623,75
19296,The Hyde 1,2760,United Kingdom CF5,SW,2061,Today,Panasonic,SMA ,4.1,51.498759,-3.233949,51.48400429381114,-3.1794492273050623,75
31005,Coxes;,2943,United Kingdom CF5,S,0,No Outputs,BenQ,Solaredge P405,4.2,51.48,-3.24,51.48400429381114,-3.1794492273050623,75
5450,solarsolar,3680,United Kingdom CF5,S,37,388 weeks ago,sol,fronius,4.2,51.48,-3.24,51.48400429381114,-3.1794492273050623,75
19334,The Hyde 2,1200,United Kingdom CF5,E,2198,Today,Solar Century,SMA ,4.2,51.48,-3.24,51.48400429381114,-3.1794492273050623,75
19379,Hyde,3960,United Kingdom CF5,SE,2199,Today,Panasonic + Solar Century,SMA,4.2,51.48,-3.24,51.48400429381114,-3.1794492273050623,75
4476,City Solar's Very Own,3885,United Kingdom CF5,S,0,No Outputs,Romag,Fronius 3800,4.2,51.48,-3.24,51.48400429381114,-3.1794492273050623,75
8497,Oam's Solaredge with shading,3920,United Kingdom CF5,SW,248,368 weeks ago,REC,SOLAREDGE 4000,4.2,51.48,-3.24,51.48400429381114,-3.1794492273050623,75
25881,Sibboinwales,3000,United Kingdom CF5,W,0,No Outputs,Trina DC05A,SMA Sunny Boy 3000HF,4.2,51.48,-3.24,51.48400429381114,-3.1794492273050623,75
3233,65 Mallards Reach,4000,United Kingdom CF3,SW,681,317 weeks ago,Caymax,Sunny Boy,5.6,51.51,-3.11,51.48400429381114,-3.1794492273050623,75
36307,Southview,3300,United Kingdom CF3,S,554,65 weeks ago,chinese,aurora/3.3pv,5.6,51.51,-3.11,51.48400429381114,-3.1794492273050623,75
20620,M1,3582,United Kingdom CF3,E,789,302 weeks ago,Sharp,SMA,5.6,51.51,-3.11,51.48400429381114,-3.1794492273050623,75
20622,M2,2000,United Kingdom CF3,W,435,302 weeks ago,Jetion,SolarEdge,5.6,51.51,-3.11,51.48400429381114,-3.1794492273050623,75
26507,JohnCardiff,3500,United Kingdom CF3,E,969,Today,Sharp,Samil,5.6,51.51,-3.11,51.48400429381114,-3.1794492273050623,75
62328,Stable Block,19800,United Kingdom CF3,SE,0,No Outputs,Sharp,Fronius,5.6,51.51,-3.11,51.48400429381114,-3.1794492273050623,75
4981,watts new,4000,United Kingdom CF64,SW,2737,2 days ago,Suntech STP250S-20/Wd,Aurora PVI-3600-UK,6.0,51.43,-3.18,51.48400429381114,-3.1794492273050623,75
14776,Muddyriders,4000,United Kingdom CF3,S,2177,6 weeks ago,gb sol,sma sunnyboy 3600TL,7.3,51.526237,-3.099014,51.48400429381114,-3.1794492273050623,75
44657,Taylos,4000,United Kingdom CF15,S,0,No Outputs,Perlight,Trannergy 4000,8.1,51.53,-3.27,51.48400429381114,-3.1794492273050623,75
7290,suntellite,3488,United Kingdom CF63,S,0,No Outputs,sharp,suntellite sh-tl,9.6,51.41,-3.25,51.48400429381114,-3.1794492273050623,75
17427,Lock Household,3000,United Kingdom NP8,SW,1148,156 weeks ago,Yingli Panda 265,SolarRiver 3000TL,7.7,51.862359000000005,-3.131932,51.801824832319724,-3.187726952141672,76
7077,arthur,3610,United Kingdom NP7,S,0,No Outputs,Risen,Danfoss 4000,13.1,51.82,-3.0,51.801824832319724,-3.187726952141672,76
3074,Alte Garden,3984,United Kingdom NP7,S,1755,Today,Samsung,SMA,13.1,51.82,-3.0,51.801824832319724,-3.187726952141672,76
6993,Oilfree,3840,United Kingdom NP7,SW,862,281 weeks ago,Sanyo HIT,SMA Sunny Boy 4000TL,13.1,51.82,-3.0,51.801824832319724,-3.187726952141672,76
13892,Woodland,50,United Kingdom NP7,N,0,No Outputs,,Energy Monitor,13.1,51.82,-3.0,51.801824832319724,-3.187726952141672,76
20098,Home-Meaney,4000,United Kingdom CF48,SE,0,No Outputs,Suntellite Black/White ,Samil 4400TL,13.7,51.74,-3.36,51.801824832319724,-3.187726952141672,76
32012,MeadowClose,3900,United Kingdom CF48,S,1734,Today,Caymax,Growatt 3600,15.0,51.746052,-3.386447,51.801824832319724,-3.187726952141672,76
5747,Steveorido,1850,United Kingdom NP12,S,211,360 weeks ago,,Enfinity,15.8,51.66,-3.19,51.801824832319724,-3.187726952141672,76
42925,LPLD3,3920,United Kingdom LD3,E,1211,Today,Sun Edison R280 CzC,Solaredge SE4000,16.2,51.934606,-3.2834830000000004,51.801824832319724,-3.187726952141672,76
33558,PhantomCrest,4000,United Kingdom NP4,W,1766,Today,Solarworld German Solar,Enphase,16.7,51.682016,-3.0405580000000003,51.801824832319724,-3.187726952141672,76
55110,Penwaun goch,3700,United Kingdom CF46,S,0,No Outputs,pure wafer,SMA sunnyboy,17.6,51.66,-3.3,51.801824832319724,-3.187726952141672,76
33554,Kris-M,4000,United Kingdom NP11,SE,0,No Outputs,Axitec 250P 60-S PV,SAJ 400 twin output inverter,18.4,51.64,-3.13,51.801824832319724,-3.187726952141672,76
33537,joel,4000,United Kingdom NP11,S,0,No Outputs,hkwfk,SJA ,18.4,51.64,-3.13,51.801824832319724,-3.187726952141672,76
46068,Nookeys,2100,United Kingdom NP11,SW,0,No Outputs,Shanghai SESE48-156M,Growatt 4000TL,18.4,51.64,-3.13,51.801824832319724,-3.187726952141672,76
3953,Jimmy's,400,United Kingdom CF45,N,1,407 weeks ago,Sharp NU-A188EY ,SMA Sunny Boy 3000,19.7,51.66,-3.36,51.801824832319724,-3.187726952141672,76
54643,Welsh Woodlands,4000,United Kingdom CF45,W,28,94 weeks ago,8.33 Eternity E+10,Solaredge SE4000-16,19.7,51.66,-3.36,51.801824832319724,-3.187726952141672,76
3715,Watts going down ?,99,United Kingdom NP44,NE,1074,286 weeks ago,Consumption only,Consumption only,20.3,51.638061,-3.055978,51.801824832319724,-3.187726952141672,76
3716,Watts Occurrin' ? (SSW & NNE),7500,United Kingdom NP44,NE,797,286 weeks ago,JA Solar JAM6(BK)-250/SI,Aurora PowerOne 6000 (Shared),20.3,51.638059999999996,-3.055968,51.801824832319724,-3.187726952141672,76
9892,Watts Occurrin' ?,7500,United Kingdom NP44,SW,1203,191 weeks ago,AJ Solar - Black,Aurora PVI-6000,20.3,51.638059000000005,-3.055964,51.801824832319724,-3.187726952141672,76
9741,Ty Glandulais,3600,United Kingdom LD3,EW,2582,Today,CentroSolar S225M54,SMA SB3600TL,23.0,51.989255,-3.3282809999999996,51.801824832319724,-3.187726952141672,76
27985,Mardy Tracker,3840,United Kingdom NP15,S,0,No Outputs,REC,SMA 4000TL,23.1,51.72,-2.88,51.801824832319724,-3.187726952141672,76
6659,EdwardBainbridge,2450,United Kingdom NP15,S,2,372 weeks ago,Not known,SMA Sunny Boy,23.1,51.72,-2.88,51.801824832319724,-3.187726952141672,76
15470,Raglan DSO Depot,49950,United Kingdom NP15,S,0,No Outputs,Enfinity - 2xxM6,SMA STP15000-TL,23.1,51.72,-2.88,51.801824832319724,-3.187726952141672,76
25297,Ferndale_007,1000090,United Kingdom CF43,SE,0,No Outputs,sharp NU-E245J5,ABB,24.2,51.65,-3.44,51.801824832319724,-3.187726952141672,76
16850,Our Solar Panels,3840,United Kingdom CF43,SW,4,337 weeks ago,SUNTELLITE ,SolarRiver 2300TL,24.2,51.65,-3.44,51.801824832319724,-3.187726952141672,76
28054,Scramble Home,3990,United Kingdom CF37,SE,0,No Outputs,LG Neon,SolarEdge SE4000,24.5,51.6,-3.33,51.801824832319724,-3.187726952141672,76
17109,caecaradog,50,United Kingdom CF83,N,0,No Outputs,,Energy Monitor,24.7,51.58,-3.21,51.801824832319724,-3.187726952141672,76
4996,GKR,3885,United Kingdom CF83,SW,1379,131 weeks ago,ERA Solar 185,EverSolar TL4600,24.7,51.58,-3.21,51.801824832319724,-3.187726952141672,76
23539,Llyswen,3000,United Kingdom LD3,S,1239,129 weeks ago,SolarWorld,Samil SolarRiver,11.0,52.030183,-3.264257,52.11962711849765,-3.1961586290362787,77
61291,old_court_orchard,3700,United Kingdom HR5,S,0,No Outputs,SMA,SMA,14.3,52.19,-3.02,52.11962711849765,-3.1961586290362787,77
12162,Palors Bank Solar,3500,United Kingdom HR5,SE,0,No Outputs,BP4175,SMA 3000,14.3,52.19,-3.02,52.11962711849765,-3.1961586290362787,77
23166,The Orchard,50,United Kingdom HR5,N,0,No Outputs,,Energy Monitor,14.3,52.19,-3.02,52.11962711849765,-3.1961586290362787,77
9741,Ty Glandulais,3600,United Kingdom LD3,EW,2582,Today,CentroSolar S225M54,SMA SB3600TL,17.1,51.989255,-3.3282809999999996,52.11962711849765,-3.1961586290362787,77
50362,Wedding Barn,16500,United Kingdom LD1,N,0,No Outputs,Perlight INE-250M-60,Sunny Tripower 15000TL-10,19.2,52.26,-3.36,52.11962711849765,-3.1961586290362787,77
42925,LPLD3,3920,United Kingdom LD3,E,1211,Today,Sun Edison R280 CzC,Solaredge SE4000,21.4,51.934606,-3.2834830000000004,52.11962711849765,-3.1961586290362787,77
4912,3.99,3990,United Kingdom SY16,SE,2,388 weeks ago,Upsolar M190M,Danfoss,11.6,52.52,-3.31,52.437411177456426,-3.204748078933979,78
17522,The Annexe Array,4050,United Kingdom SY16,S,784,223 weeks ago,Samsung,Power One,11.6,52.52,-3.31,52.437411177456426,-3.204748078933979,78
38847,Neil,4000,United Kingdom SY15,SW,2,212 weeks ago,Hyundai,Sunny boy,13.5,52.55,-3.13,52.437411177456426,-3.204748078933979,78
67766,Adstone,7200,United Kingdom SY9,S,45,Today,Solaredge,Solaredge,16.3,52.49,-2.98,52.437411177456426,-3.204748078933979,78
50362,Wedding Barn,16500,United Kingdom LD1,N,0,No Outputs,Perlight INE-250M-60,Sunny Tripower 15000TL-10,22.4,52.26,-3.36,52.437411177456426,-3.204748078933979,78
35952,PVOswestry,4000,United Kingdom SY10,SW,1277,12 weeks ago,Suntilite,Jfy,10.4,52.83,-3.12,52.75517703558032,-3.2134992537726896,79
30764,Garage Roof Solar,4000,United Kingdom SY11,SE,0,No Outputs,Yingli,Solax 3600,17.5,52.86,-3.02,52.75517703558032,-3.2134992537726896,79
31124,ST-Baker,4000,United Kingdom SY11,EW,0,No Outputs,YINGLI SOLAR YL250P-29B,SOLAX SL-TL3600TS ,17.5,52.86,-3.02,52.75517703558032,-3.2134992537726896,79
31127,ST-Baker1,50,United Kingdom SY11,EW,0,No Outputs,,Energy Monitor,17.5,52.86,-3.02,52.75517703558032,-3.2134992537726896,79
27495,TimberPanels,4000,United Kingdom LL20,S,0,No Outputs,Solarworld Sun Module,Samil,22.1,52.95,-3.15,52.75517703558032,-3.2134992537726896,79
38847,Neil,4000,United Kingdom SY15,SW,2,212 weeks ago,Hyundai,Sunny boy,23.5,52.55,-3.13,52.75517703558032,-3.2134992537726896,79
22778,1 Windy Ridge,4000,United Kingdom SY12,S,2397,Today,ET Solar M660BB,Aurora Power One PVI-3.6-TL,23.9,52.896898,-2.945827,52.75517703558032,-3.2134992537726896,79
31214,ynnihaul,4000,United Kingdom LL15,S,1,258 weeks ago,amerisolar,samisolar,6.6,53.1,-3.31,53.07292472048317,-3.222416242094562,80
4623,Rhuthun N. Wales,3995,United Kingdom LL15,W,2604,6 weeks ago,Sanyo HIT-N235SE10,SMA Sunny Boy 4000 TL -20,6.6,53.1,-3.31,53.07292472048317,-3.222416242094562,80
7374,Cunedda10,4000,United Kingdom LL15,SW,177,368 weeks ago,Sharp ND-R250A5,Fronius IG-TL 3.6,6.8,53.113370999999994,-3.299314,53.07292472048317,-3.222416242094562,80
5655,Rhuthun,2590,United Kingdom LL15,SW,2974,17 days ago,Schott,Forenius,6.9,53.113139000000004,-3.3012449999999998,53.07292472048317,-3.222416242094562,80
26553,windyridge solar,4000,United Kingdom CH7,S,0,No Outputs,asd,sma,11.5,53.16,-3.13,53.07292472048317,-3.222416242094562,80
42470,jandy power,4000,United Kingdom CH7,EW,0,No Outputs,seraphim,SamilPower Solarriver 5200,11.5,53.16,-3.13,53.07292472048317,-3.222416242094562,80
7829,Unstable,3600,United Kingdom CH7,S,0,No Outputs,UpSolar,Stecagrid,11.5,53.16,-3.13,53.07292472048317,-3.222416242094562,80
67830,Etna,3600,United Kingdom CH7,S,0,No Outputs,,ABB Aurora,11.5,53.16,-3.13,53.07292472048317,-3.222416242094562,80
39249,Nant yr Hafod Cott,4000,United Kingdom LL11,SW,1,210 weeks ago,Upsolar PV module 60 cells,Trannergy,12.9,53.06,-3.03,53.07292472048317,-3.222416242094562,80
64986,cheapskate,50,United Kingdom LL11,N,0,No Outputs,,Energy Monitor,12.9,53.06,-3.03,53.07292472048317,-3.222416242094562,80
39533,Dane Close  Wrexham,6840,United Kingdom LL11,NE,1024,55 weeks ago,SunEdison Silvantis R285 KzC,Enphase M250,14.2,53.054828,-3.011396,53.07292472048317,-3.222416242094562,80
27495,TimberPanels,4000,United Kingdom LL20,S,0,No Outputs,Solarworld Sun Module,Samil,14.5,52.95,-3.15,53.07292472048317,-3.222416242094562,80
39666,SilverStreaksPVO,50,United Kingdom LL14,N,0,No Outputs,,Energy Monitor,14.8,52.99,-3.05,53.07292472048317,-3.222416242094562,80
25914,Tye Rock,4905,United Kingdom LL12,W,0,No Outputs,Sunpower,Samil power,16.2,53.08,-2.98,53.07292472048317,-3.222416242094562,80
6809,Denbigh,4000,United Kingdom LL16,S,2685,Yesterday,SHARP,Fronius,16.7,53.176142000000006,-3.403435,53.07292472048317,-3.222416242094562,80
4113,Helygain,3990,United Kingdom CH8,SW,2749,Today,Suntech STP190S-Ad+,SMA Sunny Boy 4000TL-20,17.1,53.225465,-3.1900470000000003,53.07292472048317,-3.222416242094562,80
