system_id,system_name,system_size_watts,postcode,orientation,num_outputs,last_output,panel,inverter,distance_km,latitude,longitude,query_latitude,query_longitude,query_grid_index
58270,Congo,6500,United Kingdom BT94,SW,0,No Outputs,Suntellite ZDNY-250P60,Enecsys,17.1,54.37,-7.54,54.220244027621725,-7.596602015979753,0
31577,per nefer,4000,United Kingdom BT94,N,330,147 weeks ago,Renesola Virtus II,SMA Sunny Boy 3600TL,17.1,54.37,-7.54,54.220244027621725,-7.596602015979753,0
31576,Rameses II,4000,United Kingdom BT94,S,0,No Outputs,Renesola Virtus II,SMA Sunnyboy 3600TL,17.1,54.37,-7.54,54.220244027621725,-7.596602015979753,0
25098,KandAsSolar,6500,United Kingdom BT78,SW,0,No Outputs,Sunmodule Plus SW,SMA Sunny Boy SB 5000TL,16.9,54.539064,-7.378755,54.53645768655056,-7.639920160571421,1
58270,Congo,6500,United Kingdom BT94,SW,0,No Outputs,Suntellite ZDNY-250P60,Enecsys,19.6,54.37,-7.54,54.53645768655056,-7.639920160571421,1
31577,per nefer,4000,United Kingdom BT94,N,330,147 weeks ago,Renesola Virtus II,SMA Sunny Boy 3600TL,19.6,54.37,-7.54,54.53645768655056,-7.639920160571421,1
31576,Rameses II,4000,United Kingdom BT94,S,0,No Outputs,Renesola Virtus II,SMA Sunnyboy 3600TL,19.6,54.37,-7.54,54.53645768655056,-7.639920160571421,1
22850,Killywatt,6500,United Kingdom BT79,SW,2481,Today,Rec,SMA,24.9,54.608854,-7.274394,54.53645768655056,-7.639920160571421,1
22850,Killywatt,6500,United Kingdom BT79,SW,2481,Today,Rec,SMA,12.7,54.608854,-7.274394,54.56067223408015,-7.095755330295176,2
49697,Lisgen Solar PV,4000,United Kingdom BT69,S,726,29 weeks ago,SOLFEX EP-250 P60-M,Solar River 4400TL,12.7,54.452049,-7.034757000000001,54.56067223408015,-7.095755330295176,2
35670,Rehaghy,6500,United Kingdom BT70,SW,397,229 weeks ago,Renesola,SMA Sunnyboy 5000TL,15.0,54.51,-6.88,54.56067223408015,-7.095755330295176,2
14841,Cullenrammer,6000,United Kingdom BT70,S,335,104 weeks ago,Hyundai,Fronius v IG 6,15.0,54.51,-6.88,54.56067223408015,-7.095755330295176,2
25098,KandAsSolar,6500,United Kingdom BT78,SW,0,No Outputs,Sunmodule Plus SW,SMA Sunny Boy SB 5000TL,18.4,54.539064,-7.378755,54.56067223408015,-7.095755330295176,2
28042,Carricklongfeild,4000,United Kingdom BT69,SE,0,No Outputs,Suntellite,Samil Power,18.6,54.42,-6.94,54.56067223408015,-7.095755330295176,2
20495,shedpv,440,United Kingdom BT80,S,608,222 weeks ago,Navitron 55w Framed Panel,Soladin 600,24.6,54.64,-6.74,54.56067223408015,-7.095755330295176,2
29060,fairyburn house,50,United Kingdom BT80,N,0,No Outputs,,Energy Monitor,24.6,54.64,-6.74,54.56067223408015,-7.095755330295176,2
58234,2.75kw of northern ireland,2750,United Kingdom BT80,S,0,No Outputs,Sharp,Unknown,24.6,54.64,-6.74,54.56067223408015,-7.095755330295176,2
31056,KillalooPV,4000,United Kingdom BT47,S,1813,Today,REC 250 PE,SMA Sunny Boy 3600TL,7.6,54.93849399999999,-7.1874910000000005,54.87712887460182,-7.13570854565991,3
29893,cams,4000,United Kingdom BT82,SW,1029,118 weeks ago,yingli,mastervolt xs4300,19.3,54.82,-7.42,54.87712887460182,-7.13570854565991,3
47069,SunNotWind,3990,United Kingdom BT49,SE,0,No Outputs,JA Solar JAM6(L)-60-285/PR,Trannergy,21.6,55.04,-6.95,54.87712887460182,-7.13570854565991,3
46009,Amberley Cottage1,6500,United Kingdom BT61,SE,0,No Outputs,Suntellite ZDNY-250P60,Solar River,12.5,54.36,-6.62,54.26569866566871,-6.515790541993778,4
16558,Ballintemple,6000,United Kingdom BT35,E,94,333 weeks ago,Ulica,SMA Sunny Boy 5000TL,12.7,54.16,-6.44,54.26569866566871,-6.515790541993778,4
24208,AV Annett 5.72kw,5720,United Kingdom BT32,SE,306,249 weeks ago,Q-Cell 260 Watts,SMA Sunny Boy 5000TL,16.8,54.340084,-6.290125,54.26569866566871,-6.515790541993778,4
33821,Lackan Cottage Farm,3200,United Kingdom BT32,S,0,No Outputs,BP 380,Victron Multiplus 3000/70,19.3,54.33,-6.24,54.26569866566871,-6.515790541993778,4
22725,54North,6500,United Kingdom BT34,SW,695,209 weeks ago,suntellite,samil solar river 3000-TL,22.0,54.244248,-6.178856,54.26569866566871,-6.515790541993778,4
13546,Lisgallon,6000,United Kingdom BT70,S,2,324 weeks ago,Hyundau,U/K,7.6,54.585671,-6.432307,54.58244267314992,-6.550822253618599,5
58234,2.75kw of northern ireland,2750,United Kingdom BT80,S,0,No Outputs,Sharp,Unknown,13.8,54.64,-6.74,54.58244267314992,-6.550822253618599,5
29060,fairyburn house,50,United Kingdom BT80,N,0,No Outputs,,Energy Monitor,13.8,54.64,-6.74,54.58244267314992,-6.550822253618599,5
20495,shedpv,440,United Kingdom BT80,S,608,222 weeks ago,Navitron 55w Framed Panel,Soladin 600,13.8,54.64,-6.74,54.58244267314992,-6.550822253618599,5
32652,Lough NeaghPV,4000,United Kingdom BT67,W,535,155 weeks ago,Eco Future ECO-250P60,Samil Power Solar River 3680TL,15.3,54.538043,-6.327017,54.58244267314992,-6.550822253618599,5
22668,Sunny Barn,6120,United Kingdom BT45,SE,14,308 weeks ago,REC 255PE,Sunny Boy 5000TL,20.4,54.76,-6.63,54.58244267314992,-6.550822253618599,5
68017,SperrinDrivePV,2400,United Kingdom BT67,N,0,No Outputs,Unknown,Samil power 3000,22.0,54.48,-6.26,54.58244267314992,-6.550822253618599,5
41656,moira,360,United Kingdom BT67,N,0,No Outputs,Sharp,SMA,22.0,54.48,-6.26,54.58244267314992,-6.550822253618599,5
42586,LargyPV,4000,United Kingdom BT29,SW,1008,Today,Perlight,Grow at 3600TLX,22.4,54.655368,-6.226736,54.58244267314992,-6.550822253618599,5
35670,Rehaghy,6500,United Kingdom BT70,SW,397,229 weeks ago,Renesola,SMA Sunnyboy 5000TL,22.7,54.51,-6.88,54.58244267314992,-6.550822253618599,5
14841,Cullenrammer,6000,United Kingdom BT70,S,335,104 weeks ago,Hyundai,Fronius v IG 6,22.7,54.51,-6.88,54.58244267314992,-6.550822253618599,5
27567,Hazel PV,6500,United Kingdom BT41,SW,0,No Outputs,Renesola ,SMA 5000tl21,24.9,54.73,-6.26,54.58244267314992,-6.550822253618599,5
31982,Antrim,4500,United Kingdom BT41,SW,1026,160 weeks ago,ET Solar ET-P660250,SMA SunnyBoy 5000TL,24.9,54.73,-6.26,54.58244267314992,-6.550822253618599,5
40365,Whirly Hill,50,United Kingdom BT46,,0,No Outputs,,Energy Monitor,6.4,54.86,-6.66,54.89915443971269,-6.5865417824130414,6
22668,Sunny Barn,6120,United Kingdom BT45,SE,14,308 weeks ago,REC 255PE,Sunny Boy 5000TL,15.7,54.76,-6.63,54.89915443971269,-6.5865417824130414,6
35994,Agivey Combined,50000,United Kingdom BT53,S,1273,46 weeks ago,SolarWatt 60P,Delta Solivia,15.9,55.041462,-6.5688770000000005,54.89915443971269,-6.5865417824130414,6
34273,Agivey Solar,50000,United Kingdom BT53,S,110,226 weeks ago,SolarWatt,Delta Solivia,16.1,55.043921,-6.576173,54.89915443971269,-6.5865417824130414,6
36686,Hill Power,4000,United Kingdom BT42,S,0,No Outputs,Hyundai His-M250MG(BK) 250 W,Enecsys Duo SMI-480-60-UK,20.4,54.85,-6.28,54.89915443971269,-6.5865417824130414,6
51943,McKeeston Power,4000,United Kingdom BT42,S,0,No Outputs,REC,SMA SB 3600,20.4,54.85,-6.28,54.89915443971269,-6.5865417824130414,6
27380,RB Solar,6500,United Kingdom BT42,SW,8,281 weeks ago,Risen,Samil 3000TL  Samil 4000TL-D,20.4,54.85,-6.28,54.89915443971269,-6.5865417824130414,6
27748,house and garage,6270,United Kingdom BT44,S,108,260 weeks ago,benq,sma sunny boy,21.1,54.97,-6.28,54.89915443971269,-6.5865417824130414,6
35995,Agivey 30TL,28500,United Kingdom BT53,S,38,225 weeks ago,SolarWatt,Delta Solovia 30TL,21.4,55.08,-6.47,54.89915443971269,-6.5865417824130414,6
64277,Blue Seas,7670,United Kingdom TR19,EW,1,27 weeks ago,Qcells,solis kg,6.9,50.1,-5.62,50.16170869626411,-5.621882026352261,8
36210,Aloaha Enecsys 2000000090,1850,United Kingdom TR18,S,1003,79 weeks ago,Aloaha Dataservices.Solar,Enecsys,8.2,50.11,-5.54,50.16170869626411,-5.621882026352261,8
36212,NewlynFish,1850,United Kingdom TR18,S,0,No Outputs,Amerisolar - 5M 185,Enecsys,8.2,50.11,-5.54,50.16170869626411,-5.621882026352261,8
36419,Aloaha Enecsys 2000000816,3840,United Kingdom TR20,N,1397,14 weeks ago,Aloaha Dataservices.Solar,Enecsys 240,10.7,50.13,-5.48,50.16170869626411,-5.621882026352261,8
16452,bostrase,3840,United Kingdom TR20,N,1,335 weeks ago,sharp,sma sunny boy 5000,10.7,50.13,-5.48,50.16170869626411,-5.621882026352261,8
36695,simon-bos,3840,United Kingdom TR20,S,0,No Outputs,Sharp 240W,5000TL,10.7,50.13,-5.48,50.16170869626411,-5.621882026352261,8
59274,GES TR26 Lelant - Trecott,3360,United Kingdom TR26,S,425,Today,Panasonic HIT-N240SE10,SolarEdge SE3500,11.6,50.2,-5.47,50.16170869626411,-5.621882026352261,8
24344,WildingHome,3750,United Kingdom TR26,W,70,299 weeks ago,NESL,Afore,11.6,50.2,-5.47,50.16170869626411,-5.621882026352261,8
56375,Trelowena,5760,United Kingdom TR26,EW,59,59 weeks ago,Sunpower E20,SolarEdge SE3680,11.6,50.2,-5.47,50.16170869626411,-5.621882026352261,8
13337,POG's ground mount,3840,United Kingdom TR27,S,3,349 weeks ago,Sanyo HIT-N240SE10,Fronius IG 40,15.9,50.18,-5.4,50.16170869626411,-5.621882026352261,8
53388,Fairyglen,50,United Kingdom TR27,N,0,No Outputs,,Energy Monitor,15.9,50.18,-5.4,50.16170869626411,-5.621882026352261,8
3800,Porthcollum,3948,United Kingdom TR27,W,2794,12 weeks ago,Nesl,Sunny Boy 4000,15.9,50.18,-5.4,50.16170869626411,-5.621882026352261,8
6525,SunZappA,3525,United Kingdom TR27,SE,0,No Outputs,Sanyo,SMA Sunny Boy 3600TL-20,15.9,50.18,-5.4,50.16170869626411,-5.621882026352261,8
5558,Windy City,3840,United Kingdom TR14,S,196,364 weeks ago,Schott Perform Poly 240,Sunny Boy SB4000TL-20,24.2,50.21,-5.29,50.16170869626411,-5.621882026352261,8
30807,Gazza's & Cazza's Solar system,4000,United Kingdom BT31,SW,0,No Outputs,Q-Cell,aurora power1,1.7,54.27,-5.97,54.284794629823075,-5.974340688382647,9
26026,ShaunHome,6500,United Kingdom BT24,S,79,266 weeks ago,NK,Energy Monitor,13.6,54.400969999999994,-5.910641,54.284794629823075,-5.974340688382647,9
22725,54North,6500,United Kingdom BT34,SW,695,209 weeks ago,suntellite,samil solar river 3000-TL,14.0,54.244248,-6.178856,54.284794629823075,-5.974340688382647,9
48225,Larchview-A,3990,United Kingdom BT24,S,740,40 weeks ago,SolarWorld,Sunny Boy 3600TL-21,15.1,54.418391,-5.936605,54.284794629823075,-5.974340688382647,9
45123,mcquoid,3600,United Kingdom BT24,N,0,No Outputs,Sharp,Samil,15.5,54.41,-5.87,54.284794629823075,-5.974340688382647,9
33821,Lackan Cottage Farm,3200,United Kingdom BT32,S,0,No Outputs,BP 380,Victron Multiplus 3000/70,18.0,54.33,-6.24,54.284794629823075,-5.974340688382647,9
31983,Ardglass,4000,United Kingdom BT30,S,943,112 weeks ago,Canadian Solar,SMa SunnyBoy 3600TL,18.5,54.33,-5.7,54.284794629823075,-5.974340688382647,9
23028,Sunny Drumatihugh Delight,6500,United Kingdom BT26,S,299,265 weeks ago,REC,SMA,19.2,54.45,-6.06,54.284794629823075,-5.974340688382647,9
27636,Lakeland 1,6500,United Kingdom BT26,SE,0,No Outputs,Solar World Mono Balck 250,Enphase Micro Inverter,19.2,54.45,-6.06,54.284794629823075,-5.974340688382647,9
29582,Quinns Enphase,6500,United Kingdom BT34,S,1,269 weeks ago,Solarworld SW 250 Mono,Enphase M215,20.1,54.15,-6.18,54.284794629823075,-5.974340688382647,9
5939,Kilcoo,50,United Kingdom BT34,N,0,No Outputs,,Energy Monitor,20.1,54.15,-6.18,54.284794629823075,-5.974340688382647,9
24208,AV Annett 5.72kw,5720,United Kingdom BT32,SE,306,249 weeks ago,Q-Cell 260 Watts,SMA Sunny Boy 5000TL,21.4,54.340084,-6.290125,54.284794629823075,-5.974340688382647,9
29830,Piney,50,United Kingdom BT9,N,0,No Outputs,,Energy Monitor,5.5,54.57,-5.94,54.60176179656968,-6.005201467776634,10
10332,glendun,2940,United Kingdom BT17,S,1870,89 weeks ago,REC REC245PE,SMA Sunny Boy 2500HF-30,5.8,54.55,-6.01,54.60176179656968,-6.005201467776634,10
43580,Largyec,50,United Kingdom BT17,N,185,151 weeks ago,,Energy Monitor,5.8,54.55,-6.01,54.60176179656968,-6.005201467776634,10
46586,SONI Belfast,50,United Kingdom BT6,N,1,161 weeks ago,,Energy Monitor,7.8,54.58,-5.89,54.60176179656968,-6.005201467776634,10
20146,GreenAcres,4000,United Kingdom BT36,SE,2205,Today,ET Solar,Aurora Power One Uno 3.6,8.4,54.67,-5.95,54.60176179656968,-6.005201467776634,10
51358,Massey Microvinerters,3900,United Kingdom BT4,S,816,Today,Sharp,Enphase,9.4,54.6,-5.86,54.60176179656968,-6.005201467776634,10
34943,BoylessolarBelfast,3680,United Kingdom BT8,SW,0,No Outputs,Solar world,SMA,9.7,54.54,-5.9,54.60176179656968,-6.005201467776634,10
48581,DoaghRoad,50,United Kingdom BT37,N,0,No Outputs,,Energy Monitor,10.2,54.67,-5.9,54.60176179656968,-6.005201467776634,10
36338,Aloaha Enecsys 2000031260,6500,United Kingdom BT37,EW,1549,Today,Aloaha Dataservices.Solar,Enecsys 480,10.2,54.67,-5.9,54.60176179656968,-6.005201467776634,10
25961,Nabbey17,6500,United Kingdom BT37,EW,1,289 weeks ago,Hyundai His-M250MG(BK),Enecsys Duo SMI-480-60-UK,10.2,54.67,-5.9,54.60176179656968,-6.005201467776634,10
48369,Carr,4000,United Kingdom BT27,S,0,No Outputs,,Trannergy,10.2,54.51,-6.02,54.60176179656968,-6.005201467776634,10
48230,Ardeen PV,3990,United Kingdom BT27,SE,0,No Outputs,SolarWorld/Sun Module Plus,SMA,10.2,54.51,-6.02,54.60176179656968,-6.005201467776634,10
36169,jjm,3000,United Kingdom BT27,S,0,No Outputs,Hyundai,enecsys,10.2,54.51,-6.02,54.60176179656968,-6.005201467776634,10
32076,BogeyOne,4320,United Kingdom BT28,W,18,112 weeks ago,Q.Pro G3,SMA 3000-5000TL,10.3,54.52,-6.08,54.60176179656968,-6.005201467776634,10
35258,stewartfarm,6720,United Kingdom BT28,S,0,No Outputs,panasonic,enecsys,10.3,54.52,-6.08,54.60176179656968,-6.005201467776634,10
33059,My Sunpower 327,3996,Ireland,SW,8,230 weeks ago,Sunpower 327,Samil River 3680TL,11.6,54.683248,-5.891836,54.60176179656968,-6.005201467776634,10
43720,scept1c Sun Power,4000,United Kingdom BT18,N,2,179 weeks ago,Solar World Sunmodule / SW 250,SMA Sunny Boy 3600TL,12.7,54.64,-5.82,54.60176179656968,-6.005201467776634,10
29082,themccoy,4000,Ireland,S,2,272 weeks ago,sunny boy,sunnyboy,12.8,54.58104300000001,-5.80931,54.60176179656968,-6.005201467776634,10
36374,Dundonald Micro Inverters,4500,United Kingdom BT16,S,845,103 weeks ago,German,Enphase,13.9,54.59,-5.79,54.60176179656968,-6.005201467776634,10
36351,Stormont 4kW Hub,3900,United Kingdom BT4,S,2162,Today,LG ,Enphase M250,13.9,54.59,-5.79,54.60176179656968,-6.005201467776634,10
36091,Ballyclare Power,4000,United Kingdom BT39,SW,2260,Today,HyundaiB HiS-S250MG(BK),Enecsys SMI-D480W,15.4,54.74,-6.01,54.60176179656968,-6.005201467776634,10
29070,ballyboley,6500,United Kingdom BT39,S,1,272 weeks ago,,Energy Monitor,15.4,54.74,-6.01,54.60176179656968,-6.005201467776634,10
28893,System104177,4000,United Kingdom BT39,SE,8,273 weeks ago,,Energy Monitor,15.4,54.74,-6.01,54.60176179656968,-6.005201467776634,10
42586,LargyPV,4000,United Kingdom BT29,SW,1008,Today,Perlight,Grow at 3600TLX,15.5,54.655368,-6.226736,54.60176179656968,-6.005201467776634,10
23028,Sunny Drumatihugh Delight,6500,United Kingdom BT26,S,299,265 weeks ago,REC,SMA,17.2,54.45,-6.06,54.60176179656968,-6.005201467776634,10
27636,Lakeland 1,6500,United Kingdom BT26,SE,0,No Outputs,Solar World Mono Balck 250,Enphase Micro Inverter,17.2,54.45,-6.06,54.60176179656968,-6.005201467776634,10
41333,Hame,3750,United Kingdom BT23,SW,870,7 days ago,Solarworld SW 250 mono black,ABB UNO PVI-3.6,19.6,54.56,-5.71,54.60176179656968,-6.005201467776634,10
17567,not got one yet,3500,United Kingdom BT23,S,0,No Outputs,sharp,sonnyboy,19.6,54.56,-5.71,54.60176179656968,-6.005201467776634,10
29243,JBHome,400,United Kingdom BT38,S,1864,Today,diy,mastervolt soladin 600,19.9,54.73,-5.79,54.60176179656968,-6.005201467776634,10
48225,Larchview-A,3990,United Kingdom BT24,S,740,40 weeks ago,SolarWorld,Sunny Boy 3600TL-21,20.9,54.418391,-5.936605,54.60176179656968,-6.005201467776634,10
30241,Monty77REN_TEST,3300,United Kingdom BT40,S,15,263 weeks ago,Renesola,Samil,16.4,54.84,-5.82,54.918700194350535,-6.0366688674815245,11
30210,Monty77REN,3300,United Kingdom BT40,S,1862,Today,renesola,samila,16.4,54.84,-5.82,54.918700194350535,-6.0366688674815245,11
27748,house and garage,6270,United Kingdom BT44,S,108,260 weeks ago,benq,sma sunny boy,16.6,54.97,-6.28,54.918700194350535,-6.0366688674815245,11
27380,RB Solar,6500,United Kingdom BT42,SW,8,281 weeks ago,Risen,Samil 3000TL  Samil 4000TL-D,17.3,54.85,-6.28,54.918700194350535,-6.0366688674815245,11
36686,Hill Power,4000,United Kingdom BT42,S,0,No Outputs,Hyundai His-M250MG(BK) 250 W,Enecsys Duo SMI-480-60-UK,17.3,54.85,-6.28,54.918700194350535,-6.0366688674815245,11
51943,McKeeston Power,4000,United Kingdom BT42,S,0,No Outputs,REC,SMA SB 3600,17.3,54.85,-6.28,54.918700194350535,-6.0366688674815245,11
28893,System104177,4000,United Kingdom BT39,SE,8,273 weeks ago,,Energy Monitor,19.9,54.74,-6.01,54.918700194350535,-6.0366688674815245,11
36091,Ballyclare Power,4000,United Kingdom BT39,SW,2260,Today,HyundaiB HiS-S250MG(BK),Enecsys SMI-D480W,19.9,54.74,-6.01,54.918700194350535,-6.0366688674815245,11
29070,ballyboley,6500,United Kingdom BT39,S,1,272 weeks ago,,Energy Monitor,19.9,54.74,-6.01,54.918700194350535,-6.0366688674815245,11
64316,Killi,50,United Kingdom PA44,N,0,No Outputs,,Energy Monitor,13.1,55.79,-6.29,55.8693400716907,-6.134876796501933,12
6878,Meadowside,4000,United Kingdom PA43,S,1,382 weeks ago,Suntech,Fronius 1g TL 3.6,16.1,55.75,-6.28,55.8693400716907,-6.134876796501933,12
35479,The Meadows,3960,United Kingdom TR3,S,7,223 weeks ago,BenQ,Solax,4.3,50.21,-5.1,50.176083975399315,-5.127691770512737,15
58921,GES TR3 Truro - Pengarth,4000,United Kingdom TR3,S,439,Today,Canadian Solar CS6P-250M,SolarEdge SE4000,4.3,50.21,-5.1,50.176083975399315,-5.127691770512737,15
58945,GES TR11 Mawnan - West,4000,United Kingdom TR11,S,420,Today,SolarWorld 250W,SolarEdge SE4000,5.3,50.14,-5.08,50.176083975399315,-5.127691770512737,15
59133,GES TR11 Budock - Rose,3990,United Kingdom TR11,EW,423,Today,SolarWorld 285W Mono,SolarEdge SE4000,5.3,50.14,-5.08,50.176083975399315,-5.127691770512737,15
59129,GES TR11 Falmouth - Treg,3900,United Kingdom TR11,S,287,21 weeks ago,LG 300,SolarEdge SE4000,5.3,50.14,-5.08,50.176083975399315,-5.127691770512737,15
3701,mudhut_pv,4000,United Kingdom TR11,SW,594,314 weeks ago,Sanyo,SMA Sunny Boy 3800,5.3,50.14,-5.08,50.176083975399315,-5.127691770512737,15
58920,GES TR11 Mawnan - Castle,4250,United Kingdom TR11,S,440,Today,SolarWorld 250W,SolarEdge SE4000,5.3,50.14,-5.08,50.176083975399315,-5.127691770512737,15
26823,Home EON meter,50,United Kingdom TR16,N,0,No Outputs,,Energy Monitor,8.9,50.23,-5.22,50.176083975399315,-5.127691770512737,15
59272,GES TR16 Church - Rose,3000,United Kingdom TR16,SE,372,Today,Soltech STH-250,SolarEdge SE3000,8.9,50.23,-5.22,50.176083975399315,-5.127691770512737,15
10336,Home system - Carharrack,500,United Kingdom TR16,N,1104,79 weeks ago,,Energy Monitor,8.9,50.23,-5.22,50.176083975399315,-5.127691770512737,15
61882,Home Mesldkfnosjbs,9900,United Kingdom TR16,S,0,No Outputs,SunSolar,SolarEdge,8.9,50.23,-5.22,50.176083975399315,-5.127691770512737,15
4847,Nansolar,3680,United Kingdom TR1,S,6,399 weeks ago,Conergy PH 230P,Sunny Boy 3000,10.8,50.26,-5.05,50.176083975399315,-5.127691770512737,15
29271,Gannel,34300,United Kingdom TR1,S,0,No Outputs,Trina,Powador 39.0 TL3,10.8,50.26,-5.05,50.176083975399315,-5.127691770512737,15
58603,GES TR4 Truro - Meadowside,4230,United Kingdom TR4,SE,375,12 weeks ago,Soltech STH-235,SolarEdge SE3680,11.6,50.28,-5.13,50.176083975399315,-5.127691770512737,15
32961,Irie Cottage,3750,United Kingdom TR4,S,1135,5 weeks ago,AXITEC Premium 250M Black,SMA Sunny Boy 3600TL-21,11.6,50.28,-5.13,50.176083975399315,-5.127691770512737,15
58604,GES TR4 Rose - Sycamore,4230,United Kingdom TR4,SE,447,Today,Soltech STH-235,SolarEdge SE3680,11.6,50.28,-5.13,50.176083975399315,-5.127691770512737,15
6313,Ladymead,2880,United Kingdom TR4,S,554,306 weeks ago,REC 240PE,Fronius IG30,11.6,50.28,-5.13,50.176083975399315,-5.127691770512737,15
8800,KernowSolar @ Trevithick,3776,United Kingdom TR1,W,2794,Today,Sanyo,SMA Sunny boy 4000TL,12.0,50.269663,-5.043403,50.176083975399315,-5.127691770512737,15
5558,Windy City,3840,United Kingdom TR14,S,196,364 weeks ago,Schott Perform Poly 240,Sunny Boy SB4000TL-20,12.2,50.21,-5.29,50.176083975399315,-5.127691770512737,15
58544,GES TR13 Trenear - The Yard,8260,United Kingdom TR13,S,455,Today,Hanwha Q-Cell,SolarEdge SE3680,13.8,50.1,-5.28,50.176083975399315,-5.127691770512737,15
58941,GES TR13 Porth - Tor,4000,United Kingdom TR13,S,418,Today,Canadian Solar CS6P-250M,SolarEdge SE4000,13.8,50.1,-5.28,50.176083975399315,-5.127691770512737,15
58504,GES TR13 Trenear - Smith,8260,United Kingdom TR13,S,3,65 weeks ago,Hanwha Q-Cell,SolarEdge,13.8,50.1,-5.28,50.176083975399315,-5.127691770512737,15
47204,Helston,4000,United Kingdom TR13,S,0,No Outputs,NHANCE / XM255,OMNIK4.0,13.8,50.1,-5.28,50.176083975399315,-5.127691770512737,15
58915,GES TR5 Mithian - Mowhay,3990,United Kingdom TR5,S,227,31 weeks ago,SolarWorld 285W Mono,SolarEdge SE4000,14.5,50.3,-5.19,50.176083975399315,-5.127691770512737,15
59273,GES TR2 Portscatho - Parc,2500,United Kingdom TR2,S,425,Today,Soltech STH-250,SolarEdge SE2200,15.1,50.25,-4.95,50.176083975399315,-5.127691770512737,15
58607,GES TR2 Portscatho - Gerrans,4000,United Kingdom TR2,S,394,Today,Soltech STH-250,SolarEdge SE3680,15.1,50.25,-4.95,50.176083975399315,-5.127691770512737,15
58701,GES TR2 Portscatho - Church,4000,United Kingdom TR2,EW,431,Today,Soltech STH-250,SolarEdge SE4000,15.1,50.25,-4.95,50.176083975399315,-5.127691770512737,15
58916,GES TR2 Mawes - Place,3080,United Kingdom TR2,SE,440,Today,SolarWorld 280W Mono,SolarEdge SE3000,15.1,50.25,-4.95,50.176083975399315,-5.127691770512737,15
58722,GES TR2 Grampound - Square,4000,United Kingdom TR2,EW,447,Today,Soltech STH-250,SolarEdge SE3680,15.1,50.25,-4.95,50.176083975399315,-5.127691770512737,15
36956,Aloaha Enecsys 2000006540,3840,United Kingdom TR2,S,1512,Today,Aloaha Dataservices.Solar,Enecsys 240,15.1,50.25,-4.95,50.176083975399315,-5.127691770512737,15
32246,14 smackers,3500,United Kingdom PA28,S,0,No Outputs,Gallium 833,Aurora PowerOne 3.6TL,16.0,55.43,-5.6,55.56995440227715,-5.5422026501412684,16
19102,Lochgair Solar,50,United Kingdom PA31,N,0,No Outputs,,Energy Monitor,19.4,56.05,-5.46,55.887012475085,-5.571063020997577,17
28271,Roofpower,2500,United Kingdom PA31,SE,1,277 weeks ago,Sharp,Sunny Boy 2500HF,19.4,56.05,-5.46,55.887012475085,-5.571063020997577,17
19102,Lochgair Solar,50,United Kingdom PA31,N,0,No Outputs,,Energy Monitor,19.2,56.05,-5.46,56.20404405055014,-5.600507954448752,18
28271,Roofpower,2500,United Kingdom PA31,SE,1,277 weeks ago,Sharp,Sunny Boy 2500HF,19.2,56.05,-5.46,56.20404405055014,-5.600507954448752,18
31045,Binnie Solar,4000,United Kingdom PA34,SE,0,No Outputs,Autarco,Autarco,22.8,56.4,-5.49,56.20404405055014,-5.600507954448752,18
7289,camas mor,4000,United Kingdom IV21,SW,215,331 weeks ago,Sanyo,Fronius,8.0,57.72,-5.72,57.788796730060604,-5.757096003750392,21
42340,Gwennel Barn,3996,United Kingdom PL30,S,79,164 weeks ago,BenQ,Fronius,4.9,50.5,-4.72,50.50597887510333,-4.650766920513939,22
30415,Oakland Sunflowers,4000,United Kingdom PL30,S,0,No Outputs,Sanyo HIT-H250E01,Energy Monitor,4.9,50.5,-4.72,50.50597887510333,-4.650766920513939,22
58734,GES PL30 Cardinham - Mengrowyn,3990,United Kingdom PL30,S,447,Today,LG Solar LG285S1C-14,SolarEdge SE4000,4.9,50.5,-4.72,50.50597887510333,-4.650766920513939,22
58739,GES PL30 Luxulyan - Julitta,4000,United Kingdom PL30,SE,431,Today,Soltech STH-250,SolarEdge SE3680,4.9,50.5,-4.72,50.50597887510333,-4.650766920513939,22
30414,Cornish Sunflowers,4000,United Kingdom PL30,S,0,No Outputs,Sanyo HIT-H250E01,Energy Monitor,4.9,50.5,-4.72,50.50597887510333,-4.650766920513939,22
59125,GES PL30 Lanlivery - Church,3000,United Kingdom PL30,SE,431,Yesterday,Soltech STH-250,SolarEdge SE3000,4.9,50.5,-4.72,50.50597887510333,-4.650766920513939,22
6293,sunny delight,20160,United Kingdom PL30,S,0,No Outputs,solarwatt M220-60 GET AK240W,SMA Tripower 17000,4.9,50.5,-4.72,50.50597887510333,-4.650766920513939,22
58730,GES PL30 Bodmin - Teath,4160,United Kingdom PL30,EW,447,Today,SolarWorld 260W Poly,SolarEdge SE4000,4.9,50.5,-4.72,50.50597887510333,-4.650766920513939,22
58732,GES PL30 Austell - Luxulyan,4000,United Kingdom PL30,SE,441,Today,Soltech STH-250,SolarEdge SE3680,4.9,50.5,-4.72,50.50597887510333,-4.650766920513939,22
37538,Aloaha Enecsys 2000006484,2400,United Kingdom PL32,S,0,No Outputs,Aloaha Dataservices.Solar,Enecsys 240,13.8,50.63,-4.66,50.50597887510333,-4.650766920513939,22
